home_fps,CARD_TYPE,total_qty_kg,num_cards
1,PH,0.4380250368225228,1
10,PH,0.6080285589083234,1
10027,S,8.836177588356803,1
10119,PH,0.0,1
10295,A,0.1758087684045817,1
10321,A,36.45901408104974,1
10328,PH,0.0,1
10332,PH,0.5340019552307411,1
10486,PH,0.0,1
1065,PH,85.01549729411278,11
1066,PH,7.52828232476891,2
10686,PH,24.07815313660124,1
1070,PH,149.35469057553246,22
1070,A,82.89777814179413,31
10702,PH,6.262891868133096,3
10709,PH,0.1175546107292495,1
10710,PH,21.42967383952703,2
10718,PH,0.1264112656108981,1
10723,PH,0.457447388642767,1
10726,PH,10.569795950041536,1
10753,PH,10.146006221354233,1
10759,PH,1.957481287547966,1
1076,A,1.3476363441261745,1
10761,A,1.0874021120999426,1
1078,PH,0.0995921271840068,2
1083,A,11.369287524767143,8
1083,PH,1.9195724150700235,3
10833,PH,3.5551692836137225,1
10849,PH,18.875678621783663,2
10851,PH,9.5206014608833,1
1086,PH,0.0,1
10865,PH,14.9105621822872,1
10882,PH,9.207735065780575,1
10899,A,32.1512273769199,1
1091,PH,0.1474624552321586,1
10919,PH,4.728545324830258,1
1092,PH,19.683295119393296,2
10945,PH,0.3893499039645741,1
11,PH,1.7795911857513682,2
1118,PH,57.16548600840902,28
1118,A,4.9849401268075,7
1119,PH,0.0,2
1120,PH,889.7610821986619,247
1120,A,78.44928099766776,9
1121,PH,49.877251113521,19
1121,A,2.6675000779936586,3
1122,PH,89.30236215400166,43
1122,A,47.80489809912737,29
1123,PH,295.2687908495926,134
1123,A,85.31789917712277,26
11561,PH,1.7795911857513682,1
11600,PH,24.848977279442543,2
1187,PH,11.14626374695822,1
11902,PH,0.3487934219958239,1
11971,A,34.29832357725755,1
11972,A,0.0462545963195706,1
11976,A,1.0195243414092765,1
12001,PH,21.673353847410056,3
12002,A,63.75446248985889,4
12002,PH,15.33853851904481,5
12005,PH,0.0614832921485774,1
12008,PH,10.684636082004774,1
12009,A,33.18296429457514,1
12009,PH,4.998215540250689,4
1204,A,240.71657597634498,19
1204,PH,220.06997798562048,142
12068,A,32.9292193694417,2
12068,PH,7.304855045893866,1
12080,A,35.738101292473026,1
12080,PH,21.883237472147357,2
12084,A,17.692053459537185,1
12084,PH,10.630595605089146,1
12085,PH,0.121752933389479,1
12090,PH,15.392025654611663,2
12092,PH,0.0492321084828037,1
12113,PH,14.107177687595168,1
12114,PH,35.6201099220074,2
12114,A,34.9419720220844,1
12115,A,32.0403413954347,1
12115,PH,14.782068821459225,1
12116,PH,43.553670944477005,4
12117,PH,24.337826075350243,1
12117,A,3.210916390007955,1
12118,PH,18.789010015086674,1
12121,A,38.468458152579096,4
12121,PH,4.798257011590867,1
12133,A,4.279940530141032,1
12170,PH,2.291956603903967,3
12191,A,17.205858110694706,1
12211,PH,24.43792958011556,1
12215,PH,47.61579613169391,6
12215,A,1.9721224912000064,1
12216,A,1.855842347162635,1
12260,PH,0.0,1
12292,PH,10.717642689322448,1
12464,A,18.5354984820948,1
12490,PH,8.899066919962605,1
12523,PH,19.6875704422541,1
12525,PH,0.0387441985721133,1
12535,PH,14.84458145661613,1
12604,PH,1.1977664096332203,2
12619,PH,4.191451237905211,1
1264,PH,10.630595605089146,1
12686,A,32.49376441275027,1
12686,PH,0.0388570564151548,1
12691,PH,15.67026552100032,1
12693,PH,0.0726982840311619,1
12694,PH,14.053628870513853,1
12694,A,0.7331444237910482,1
12726,PH,1.2399162137828184,1
12742,PH,0.2276890316061992,2
12777,PH,1.4406821729254096,1
12789,PH,0.126366672164387,1
128,PH,29.742441471653716,2
12802,PH,4.551888319207071,1
12840,PH,1.769613931529851,1
12845,A,17.544863273114377,1
12847,A,26.073432994460376,2
1285,PH,10.918016499302599,2
12851,PH,0.0387441985721133,1
12868,PH,14.429720628927967,2
12878,PH,0.3697042453222969,1
12881,PH,15.39713653094575,1
12883,PH,0.2755671937407271,1
129,PH,0.0,1
12910,A,2.492959524329788,1
12912,PH,32.1693616215247,2
12917,PH,0.0,1
12921,PH,10.787399130319608,1
12935,PH,1.2862427777538563,1
12946,A,34.344884567102596,2
12946,PH,8.924808582355295,2
12949,A,0.7701103576788252,1
12960,PH,14.905262779869132,1
12964,PH,19.826676500410784,2
12974,PH,0.0,2
12980,PH,0.0,1
13009,PH,0.4552454250652847,1
13030,PH,0.636102666065397,1
13042,PH,14.901334222958994,2
13058,PH,29.762648214107926,4
13060,PH,4.498611784437073,2
13068,A,0.8900580069289885,1
13081,PH,0.0,1
13084,PH,0.0,1
13092,A,1.0487950538731223,1
13096,A,35.984769332072844,1
13100,PH,0.9088897547121932,1
13102,A,35.282294393456375,2
13108,PH,9.97621000201857,1
13115,PH,0.0354627012969658,1
13120,PH,0.0,1
13124,PH,10.71383526485246,1
13129,PH,7.431452712023878,1
13139,PH,7.350776200795285,1
13142,A,25.69841931697684,1
13145,PH,4.967855110381216,1
13148,PH,15.753850123991487,2
13148,A,10.671647772759751,1
13155,A,24.41335624297217,1
13168,PH,10.519086729569052,3
13171,PH,0.0980156821362516,2
13177,PH,0.050382628666851,1
13192,PH,15.338996627622306,1
13193,PH,0.0133524401944143,1
13195,PH,3.631463673734309,1
13199,PH,1.4332645865839184,1
1327,PH,0.0,1
