home_fps,total_qty_kg,num_cards,avg_per_card
22571,14.091373035302304,1,14.091373035302304
5440,14.05979870026538,1,14.05979870026538
1737,14.057557427423989,1,14.057557427423989
39428,14.057557427423989,1,14.057557427423989
15267,14.057557427423989,1,14.057557427423989
20584,14.057557427423989,1,14.057557427423989
41235,14.054048759178595,1,14.054048759178595
1871,14.054048759178595,1,14.054048759178595
13530,14.054048759178595,1,14.054048759178595
15104,14.053628870513853,1,14.053628870513853
7878,14.041589255108928,1,14.041589255108928
20944,14.038382238360269,1,14.038382238360269
20497,14.036507955909237,1,14.036507955909237
15292,14.034266683067845,1,14.034266683067845
14898,14.034193709222311,1,14.034193709222311
14610,14.030338126157709,1,14.030338126157709
5255,14.030338126157709,1,14.030338126157709
41531,14.015091494004125,1,14.015091494004125
14727,14.015091494004125,1,14.015091494004125
39936,14.010273747435692,1,14.010273747435692
7448,13.992086565769158,2,6.996043282884579
39995,13.989664083373569,1,13.989664083373569
25326,13.979462563933428,2,6.989731281966714
17650,13.972945449496326,1,13.972945449496326
15245,13.972945449496326,1,13.972945449496326
3018,13.972945449496326,1,13.972945449496326
27201,13.972945449496326,1,13.972945449496326
27827,13.972945449496326,1,13.972945449496326
789,13.96817050739757,1,13.96817050739757
25078,13.949654705140182,1,13.949654705140182
9481,13.92405106102769,1,13.92405106102769
14984,13.85822450007158,1,13.85822450007158
29007,13.736245863769554,7,1.9623208376813648
25368,13.661437333075668,2,6.830718666537834
19593,13.643021971879405,1,13.643021971879405
41284,13.36312932001806,4,3.340782330004515
1083,13.288859939837167,11,1.2080781763488333
5927,13.227935821984422,2,6.613967910992211
17679,13.19637610532669,1,13.19637610532669
23004,13.19637610532669,1,13.19637610532669
26644,12.81487509032181,5,2.562975018064362
223,12.641022885892431,2,6.3205114429462155
29008,12.59760815103767,14,0.8998291536455479
40211,12.537235242823872,2,6.268617621411936
14699,12.483449196382313,2,6.241724598191157
3892,12.34067345054827,4,3.0851683626370674
14425,11.960983180093468,2,5.980491590046734
24404,11.663907006957519,2,5.8319535034787595
18729,11.64664773498112,2,5.82332386749056
24890,11.625662793344066,3,3.8752209311146886
3990,11.586636135440239,2,5.7933180677201195
25365,11.485986833411857,4,2.8714967083529643
820,11.391417780044623,2,5.695708890022312
39615,11.33240880965063,2,5.666204404825315
14531,11.310444157785584,4,2.827611039446396
2534,11.292067622147963,2,5.646033811073981
40038,11.279103204650893,1,11.279103204650893
5780,11.256910880548803,1,11.256910880548803
25330,11.250559712797465,5,2.250111942559493
5418,11.181799690365239,2,5.590899845182619
6361,11.167313218472971,1,11.167313218472971
1187,11.14626374695822,1,11.14626374695822
39862,11.125492562167976,1,11.125492562167976
625,11.080426305518678,2,5.540213152759339
5748,11.055881524519187,2,5.527940762259593
25036,11.048079698474687,1,11.048079698474687
2638,11.040688913571309,1,11.040688913571309
4274,11.023151449723802,1,11.023151449723802
4061,11.020058797656114,3,3.673352932552038
4072,11.019035894431378,1,11.019035894431378
41218,11.01390139721463,1,11.01390139721463
26788,11.005374640057148,1,11.005374640057148
